序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(202112),净利润(202112),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
124,000533,顺钠股份,广东顺钠电气股份有限公司,广东,佛山市,14.59亿,-2034.11万,1245,1994-01-03,--,,厨卫电器,输配电设备业务、大宗商品贸易及供应链管理,输配电设备业务、大宗商品贸易及供应链管理业务。
125,000534,万泽股份,万泽实业股份有限公司,广东,汕头市,6.56亿,8887.08万,1038,1994-01-10,--,,房地产开发,微生态活菌产品、高温合金,微生态活菌产品、高温合金及其制品的研发、生产及销售。
126,000536,华映科技,华映科技(集团)股份有限公司,福建,福州市,--,--,3255,1993-11-26,--,,显示器件,模组、盖板玻璃、面板,显示模组业务、盖板玻璃业务、面板业务。
127,000537,广宇发展,天津广宇发展股份有限公司,天津,天津市,--,--,2234,1993-12-10,--,,房地产开发,房地产开发、宾馆酒店服务、经营租赁、物业服务,房地产开发与销售
128,000538,云南白药,云南白药集团股份有限公司,云南,昆明市,363.74亿,27.96亿,8464,1993-12-15,--,,中药生产,工业产品(自制)、批发零售、农产品、其他服务,自制工业品的研发、生产和销售，以及药品批发零售业务。
129,000539,粤电力A,广东电力发展股份有限公司,广东,广州市,--,--,6794,1993-11-26,--,,火电,售电、蒸气、粉煤灰综合利用、销售材料、劳务,电力项目的投资、建设和经营管理，电力的生产和销售业务。
130,000540,中天金融,中天金融集团股份有限公司,贵州,贵阳市,--,--,5950,1994-02-02,--,,房地产开发,地产业务、金融业务,房地产、证券、保险等业务。
131,000541,佛山照明,佛山电器照明股份有限公司,广东,佛山市,47.73亿,2.67亿,9287,1993-11-23,--,,照明设备,LED照明、传统照明、机动车灯具、开关、插座,研发、生产、销售高品质的绿色节能照明产品和机动车车灯产品、电工产品，并为客户提供整套的照明、电工解决方案和机动车车灯设计方案。
132,000543,皖能电力,安徽省皖能股份有限公司,安徽,合肥市,--,--,3446,1993-12-20,--,,火电,电力、供热、煤炭、运输,电力、节能及相关项目投资、经营。
133,000544,中原环保,中原环保股份有限公司,河南,郑州市,61.40亿,5.40亿,1757,1993-12-08,--,,污水处理,污水处理、供热销售、工程施工及管理,供水、城镇污水处理、农村污水治理、污泥处置、中水利用、集中供热、建筑垃圾资源化处置利用、环保设备制造、光伏发电、市政建设、园林绿化、水环境综合治理及技术研发等。
134,000545,金浦钛业,金浦钛业股份有限公司,吉林,吉林市,--,--,964,1993-12-15,--,,其他化学原料,钛白粉,钛白粉生产及销售。
135,000546,金圆股份,金圆环保股份有限公司,吉林,长春市,87.39亿,566.74万,3118,1993-12-15,--,,水泥,建材、环保、新材料,水泥、辅料及水泥制品生产、销售，建筑材料制作及技术服务。
136,000547,航天发展,航天工业发展股份有限公司,福建,福州市,--,--,2589,1993-11-30,--,,通信传输设备,数字蓝军与蓝军装备产品、海洋信息装备产品、新一代通信与指控装备产品、网络空间安全产品、微系统产品,以电子信息科技为主业，致力于军用、民用产业领域。
137,000548,湖南投资,湖南投资集团股份有限公司,湖南,长沙市,4.29亿,5188.83万,820,1993-12-20,--,,高速公路,高速公路建设运营、资产管理和物业服务、酒店投资经营、城市综合体投资开发,高速公路建设运营、资产管理和物业服务、酒店投资经营、城市综合体投资开发。
138,000550,江铃汽车,江铃汽车股份有限公司,江西,南昌市,352.21亿,5.74亿,12930,1993-12-01,--,,商用车,商用车、SUV、相关零部件,生产和销售商用车、SUV以及相关的零部件。
139,000551,创元科技,创元科技股份有限公司,江苏,苏州市,--,--,2658,1994-01-06,--,,综合,设备及工程、输变电高压瓷绝缘子、精密轴承、测绘仪器、磨具磨料、贸易、服务,高压电瓷、洁净环保设备及工程、测绘仪器、轴承滚针、磨具磨料、代理出口贸易。
140,000552,靖远煤电,甘肃靖远煤电股份有限公司,甘肃,白银市,48.41亿,7.25亿,12361,1994-01-06,--,,煤炭开采洗选,煤炭、发电,煤炭开采和销售。
141,000553,安道麦A,安道麦股份有限公司,湖北,荆州市,310.39亿,1.63亿,9201,1993-12-03,--,,农药,除草剂、杀虫剂、杀菌剂、精细化工产品(非农),农药、化工产品的制造和销售，农药、化工产品及其中间体的进出口贸易
142,000554,泰山石油,中国石化山东泰山石油股份有限公司,山东,泰安市,--,--,1185,1993-12-15,--,,石油天然气贸易,汽油、柴油、天然气,主要从事成品油批发零售业务以及非油品业务。
143,000555,神州信息,神州数码信息服务股份有限公司,广东,深圳市,113.56亿,3.88亿,13361,1994-04-08,--,,其他软件服务,系统集成、软件开发及技术服务,技术服务、农业信息化、应用软件开发、金融专用设备相关业务及集成解决方案。
144,000557,西部创业,宁夏西部创业实业股份有限公司,宁夏,银川市,--,--,1122,1994-06-17,--,,铁路运输,货运、住宿餐饮、葡萄酒,铁路运输、供应链服务、葡萄酒销售。
145,000558,莱茵体育,莱茵达体育发展股份有限公司,浙江,杭州市,--,--,136,1994-05-09,--,,体育运营,体育运营、房地产销售及租赁、能源及贸易销售,体育运营、房地产销售及租赁、能源及贸易销售
146,000559,万向钱潮,万向钱潮股份有限公司,浙江,杭州市,143.22亿,7.01亿,7961,1994-01-10,--,,汽车零部件,汽车零部件,汽车零部件的研发和制造。
147,000560,我爱我家,我爱我家控股集团股份有限公司,云南,昆明市,--,--,48488,1994-02-02,--,,百货,资产管理、经纪业务、新房业务、商品销售、商业租赁及服务、房地产开发、物业服务、旅游服务,包含房地产经纪服务、房屋资产管理、商业资产管理。
148,000561,烽火电子,陕西烽火电子股份有限公司,陕西,宝鸡市,--,--,2913,1994-05-09,--,,通信终端设备,短波通信设备、超短波通信设备、航空搜救定位设备、车机内音频控制系统、电声器材,从事通信装备及电声器材的科研、生产、销售。
149,000563,陕国投A,陕西省国际信托股份有限公司,陕西,西安市,--,--,671,1994-01-10,--,,信托,金融信托业务,信托业务、固有业务和投资顾问等中介业务。
150,000564,*ST大集,供销大集集团股份有限公司,陕西,西安市,--,--,4040,1994-01-10,--,,百货,批发零售连锁经营商业业务、地产业务、金融业务,城乡商品流通综合服务运营。
151,000565,渝三峡A,重庆三峡油漆股份有限公司,重庆,重庆市,4.89亿,7126.80万,913,1994-04-08,--,,涂料涂漆,油漆产品,油漆涂料的生产销售。
152,000566,海南海药,海南海药股份有限公司,海南,海口市,--,--,3148,1994-05-25,--,,化学制剂,抗生素系列、胃肠道用药系列、抗肿瘤药系列、人工耳蜗系列、原料药及其中间体系列,药品及医疗器械研发、生产和销售。
153,000567,海德股份,海南海德资本管理股份有限公司,海南,海口市,--,--,58,1994-05-25,--,,其他非银行金融,资产管理,不良资产收购处置类业务、不良资产收购重组类业务、不良资产ABS业务以及事务管理类业务。
154,000568,泸州老窖,泸州老窖股份有限公司,四川,泸州市,--,--,3330,1994-05-09,--,,白酒,白酒,“国窖1573”、“泸州老窖”等系列白酒的研发、生产和销售。
155,000570,苏常柴A,常柴股份有限公司,江苏,常州市,--,--,2863,1994-07-01,--,,内燃机,柴油机、汽油机,从事“常柴”牌柴油机及“常柴罗宾”牌汽油机的研发、生产及销售。
156,000571,ST大洲,新大洲控股股份有限公司,海南,海口市,--,--,3055,1994-05-25,--,,煤炭开采洗选,食品、煤炭、物流运输,煤炭采掘、牛肉食品、物流的经营。
157,000572,海马汽车,海马汽车股份有限公司,海南,海口市,--,--,3122,1994-08-08,--,,乘用车,整车、配件销售、劳务,汽车制造及服务。
158,000573,粤宏远A,东莞宏远工业区股份有限公司,广东,东莞市,--,--,255,1994-08-15,--,,房地产开发,出租、售楼、水电、煤、废旧铅蓄电池回收,房地产开发。
159,000576,甘化科工,广东甘化科工股份有限公司,广东,江门市,--,--,278,1994-09-07,--,,造纸,军工业务、食糖贸易,军工业务和食糖贸易。
160,000581,威孚高科,无锡威孚高科技集团股份有限公司,江苏,无锡市,--,--,5389,1998-09-24,--,,汽车零部件,汽车燃油喷射系统、汽车后处理系统、进气系统,系统、汽车后处理系统、发动机进气系统等产品的开发、制造和销售业务。
161,000582,北部湾港,北部湾港股份有限公司,广西,南宁市,--,--,7509,1995-11-02,--,,港口,装卸堆存、拖轮及港务管理、物流代理业务、理货业务,为客户提供集装箱和散杂货的港口装卸、堆存及船舶港口等服务。
162,000584,哈工智能,江苏哈工智能机器人股份有限公司,江苏,无锡市,--,--,994,1995-11-28,--,,氨纶,高端装备制造、机器人一站式平台、房地产,智能制造。
163,000585,*ST东电,东北电气发展股份有限公司,海南,海口市,8370.07万,1759.87万,651,1995-12-13,--,,其他输变电设备,封闭母线、酒店餐饮住宿业,输变电设备相关产品的研发、设计、生产和销售及酒店餐饮和住宿业务。
164,000586,汇源通信,四川汇源光通信股份有限公司,四川,成都市,4.50亿,2807.20万,458,1995-12-20,--,,通信传输设备,光缆产品、通信工程服务,"通信光纤和电力光缆,在线监测,塑料光纤,通信工程施工和高速机电工程。"
165,000587,*ST金洲,金洲慈航集团股份有限公司,黑龙江,伊春市,--,--,60,1996-04-25,--,,珠宝首饰,黄金类业务、铂金类业务、白银类业务、镶嵌类业务、18K金饰品、工艺美术品、融资租赁业务、短融业务、保理业务,黄金珠宝首饰研发设计、加工制造、批发零售及品牌加盟，融资租赁。
166,000589,贵州轮胎,贵州轮胎股份有限公司,贵州,贵阳市,73.39亿,3.70亿,6174,1996-03-08,--,,轮胎,轮胎,商用轮胎研发、生产及销售。
167,000590,启迪药业,启迪药业集团股份公司,湖南,衡阳市,3.01亿,3543.79万,1214,1996-01-19,--,,中药生产,中成药、西药制剂,研究、开发中国中药传统秘方、验方和西药制剂，生产古汉养生精（口服液、片剂）、养心定悸颗粒、健肾壮腰丸等中成药以及大容量注射剂、原料药、五维赖氨酸口服溶液等西药制剂。
168,000591,太阳能,中节能太阳能股份有限公司,重庆,重庆市,--,--,1833,1996-02-08,--,,新能源发电,太阳能发电、太阳能产品制造,"太阳能光伏电站的投资运营,以及太阳能电池组件的生产销售。"
169,000592,平潭发展,中福海峡(平潭)发展股份有限公司,福建,福州市,--,--,1060,1996-03-27,--,,木材加工,林木原木、纤维板、农资贸易流通、生物与新医药产品,造林营林、林木产品加工与销售、以烟草化肥销售为主的农资贸易业务和与平潭综合实验区开发项目的有关业务。
170,000593,德龙汇能,德龙汇能集团股份有限公司,四川,成都市,--,--,1073,1996-03-12,--,,燃气,商业零售、燃气供应、能源站发电制冷,以天然气能源为主的清洁能源供应业务。
171,000595,宝塔实业,宝塔实业股份有限公司,宁夏,银川市,--,--,1206,1996-04-19,--,,基础件,机械制造、设备制造,轴承、船舶电器的生产与销售。
172,000596,古井贡酒,安徽古井贡酒股份有限公司,安徽,亳州市,--,--,9936,1996-09-27,--,,白酒,白酒业务、酒店业务,主要从事白酒的生产和销售。
173,000597,东北制药,东北制药集团股份有限公司,辽宁,沈阳市,81.45亿,9544.14万,7102,1996-05-23,--,,化学原料药,维生素类、抗感染类、生殖系统和性激素类、神经系统类、抗艾滋病类、消化道类、麻精及含麻系列类、其他普药类、体外（生物）诊断试剂类、大健康领域,生产和销售化学原料药品及制剂药品、经营医药产品批发及零售、生物制剂的生产与销售。
